Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
41,"S Anasuri","Secure Software Supply Chains in Open-Source Ecosystems",2023,"International Journal of Emerging Trends in Computer …","ijetcsit.org","https://www.ijetcsit.org/index.php/ijetcsit/article/view/351","https://scholar.google.com/scholar?cites=564915148610762141&as_sdt=2005&sciodt=2007&hl=en",1,"2026-05-16 00:47:45","","","",,,,,,41,13.67,41,1,3,"… These disturbing numbers indicate the increasing popularity of supply chain attacks among … prime target for supply chain attacks. The Red Hat State of Kubernetes Security Report 2023 …","https://www.ijetcsit.org/index.php/ijetcsit/article/download/351/302","https://scholar.google.com/scholar?q=related:nXUuqVX71gcJ:scholar.google.com/&scioq=%22software+supply+chain+security%22%7C%22supply+chain+attacks%22+%22kubernetes+security%22%7C%22kubernetes+admission+control%22&hl=en&as_sdt=2007&as_ylo=2020&as_yhi=2025"
146,"A Rahman, SI Shamim, DB Bose…","Security misconfigurations in open source kubernetes manifests: An empirical study",2023,"ACM Transactions on …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3579639","https://scholar.google.com/scholar?cites=13772741316083256539&as_sdt=2005&sciodt=2007&hl=en",2,"2026-05-16 00:47:45","","10.1145/3579639","",,,,,,146,48.67,37,4,3,"… can arise from zero-day vulnerabilities or supply chain attacks for Kubernetes clusters [55]. … in the area of Kubernetes security misconfigurations, which we address in our article. …","https://dl.acm.org/doi/pdf/10.1145/3579639","https://scholar.google.com/scholar?q=related:2wx9gEGbIr8J:scholar.google.com/&scioq=%22software+supply+chain+security%22%7C%22supply+chain+attacks%22+%22kubernetes+security%22%7C%22kubernetes+admission+control%22&hl=en&as_sdt=2007&as_ylo=2020&as_yhi=2025"
10,"NS Pecka","Making secure software insecure without changing its code: The possibilities and impacts of attacks on the devops pipeline",2022,"","search.proquest.com","https://search.proquest.com/openview/9ac80cd6440a385e9c19d5f05aaaf25d/1?pq-origsite=gscholar&cbl=18750&diss=y","https://scholar.google.com/scholar?cites=15039437575724345897&as_sdt=2005&sciodt=2007&hl=en",3,"2026-05-16 00:47:45","","","",,,,,,10,2.50,10,1,4,"Companies are misled into thinking they solve their security issues by using a DevSecOps system. This paper aims to answer the question: Could a DevOps pipeline be misused to …","https://arxiv.org/pdf/2201.12879","https://scholar.google.com/scholar?q=related:KSq28srQttAJ:scholar.google.com/&scioq=%22software+supply+chain+security%22%7C%22supply+chain+attacks%22+%22kubernetes+security%22%7C%22kubernetes+admission+control%22&hl=en&as_sdt=2007&as_ylo=2020&as_yhi=2025"
26,"N Pecka, L Ben Othmane, A Valani","Privilege escalation attack scenarios on the devops pipeline within a kubernetes environment",2022,"Proceedings of the International …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3529320.3529325","https://scholar.google.com/scholar?cites=5978469732360500399&as_sdt=2005&sciodt=2007&hl=en",4,"2026-05-16 00:47:45","","10.1145/3529320.3529325","",,,,,,26,6.50,9,3,4,"Companies are misled into thinking they solve their security issues by using tooling that is advertised as aligning with DevSecOps principles. This paper aims to answer the question: …","https://dl.acm.org/doi/pdf/10.1145/3529320.3529325","https://scholar.google.com/scholar?q=related:r7TF2YvK91IJ:scholar.google.com/&scioq=%22software+supply+chain+security%22%7C%22supply+chain+attacks%22+%22kubernetes+security%22%7C%22kubernetes+admission+control%22&hl=en&as_sdt=2007&as_ylo=2020&as_yhi=2025"
4,"K Thirumalaisamy","Cloud-Native Defense-in-Depth Security for Mission-Critical Services in Managed Kubernetes",,"Volume","researchgate.net","https://www.researchgate.net/profile/Karthikeyan-Thirumalaisamy/publication/394541193_Cloud-Native_Defense-in-Depth_Security_for_Mission-Critical_Services_in_Managed_Kubernetes/links/68a3f5d67984e374ace98fd5/Cloud-Native-Defense-in-Depth-Security-for-Mission-Critical-Services-in-Managed-Kubernetes.pdf","https://scholar.google.com/scholar?cites=3124142509366129668&as_sdt=2005&sciodt=2007&hl=en",5,"2026-05-16 00:47:45","PDF","","",,,,,,4,0.00,4,1,,"… each component of managed Kubernetes systems to demonstrate how cloud-native security mechanisms combine to protect against insider threats and software supply chain attacks …","https://www.researchgate.net/profile/Karthikeyan-Thirumalaisamy/publication/394541193_Cloud-Native_Defense-in-Depth_Security_for_Mission-Critical_Services_in_Managed_Kubernetes/links/68a3f5d67984e374ace98fd5/Cloud-Native-Defense-in-Depth-Security-for-Mission-Critical-Services-in-Managed-Kubernetes.pdf","https://scholar.google.com/scholar?q=related:BDR3Ug8vWysJ:scholar.google.com/&scioq=%22software+supply+chain+security%22%7C%22supply+chain+attacks%22+%22kubernetes+security%22%7C%22kubernetes+admission+control%22&hl=en&as_sdt=2007&as_ylo=2020&as_yhi=2025"
2,"J Elhachmi, S Laaouamir, I Ziad","Securing containerized workloads in Kubernetes: Best practices and implementation",2025,"Available at SSRN 5194051","papers.ssrn.com","https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5194051","https://scholar.google.com/scholar?cites=12383059408564419390&as_sdt=2005&sciodt=2007&hl=en",6,"2026-05-16 00:47:45","","","",,,,,,2,2.00,1,3,1,"… This paper proposes a distributed Kubernetes security architecture to enhance application security with thorough vulnerability auditing, real-time monitoring, and comprehensive logging…","https://papers.ssrn.com/sol3/Delivery.cfm?abstractid=5194051","https://scholar.google.com/scholar?q=related:PnsKgOx22asJ:scholar.google.com/&scioq=%22software+supply+chain+security%22%7C%22supply+chain+attacks%22+%22kubernetes+security%22%7C%22kubernetes+admission+control%22&hl=en&as_sdt=2007&as_ylo=2020&as_yhi=2025"
15,"A Martin, M Hausenblas","Hacking Kubernetes",2021,"","books.google.com","https://books.google.com/books?hl=en&lr=&id=tg9IEAAAQBAJ&oi=fnd&pg=PP1&dq=%22software+supply+chain+security%22%7C%22supply+chain+attacks%22+%22kubernetes+security%22%7C%22kubernetes+admission+control%22&ots=l64FncRHDG&sig=wvc46eJ0UP8k2ky4gZ41Tz7dago","https://scholar.google.com/scholar?cites=5915860965243927455&as_sdt=2005&sciodt=2007&hl=en",7,"2026-05-16 00:47:45","BOOK","","",,,,,,15,3.00,8,2,5,"… We assume that you're already familiar with Kubernetes, and specifically Kubernetes security … Chapter 4, ""Applications and Supply Chain"" then covers supply chain attacks and what you …","","https://scholar.google.com/scholar?q=related:n7v2TTRcGVIJ:scholar.google.com/&scioq=%22software+supply+chain+security%22%7C%22supply+chain+attacks%22+%22kubernetes+security%22%7C%22kubernetes+admission+control%22&hl=en&as_sdt=2007&as_ylo=2020&as_yhi=2025"
0,"J Heo","A Multi-Layered Security Assessment Framework for Kubernetes: Enhancing Cloud Security Assurance Program Criteria in Korea",2025,"INTERNATIONAL CONFERENCE ON FUTURE …","dbpia.co.kr","https://www.dbpia.co.kr/Journal/articleDetail?nodeId=NODE12293111","",8,"2026-05-16 00:47:45","CITATION","","",,,,,,0,0.00,0,1,1,"… crucial for countering supply chain attacks, ensuring trustworthiness … study analyzing CSAP Kubernetes security limitations and … -based Kubernetes security automation framework. Key …","","https://scholar.google.com/scholar?q=related:v71X9MQ8F8YJ:scholar.google.com/&scioq=%22software+supply+chain+security%22%7C%22supply+chain+attacks%22+%22kubernetes+security%22%7C%22kubernetes+admission+control%22&hl=en&as_sdt=2007&as_ylo=2020&as_yhi=2025"
2,"SV Kulkarni","Securing Kubernetes: AI-Powered Container Security Agents",2025,"International Journal of AI, BigData, Computational and …","ijaibdcms.org","https://ijaibdcms.org/index.php/ijaibdcms/article/view/265","https://scholar.google.com/scholar?cites=17677284549136628457&as_sdt=2005&sciodt=2007&hl=en",9,"2026-05-16 00:47:45","","","",,,,,,2,2.00,2,1,1,"… Moreover, various security solutions powered by artificial intelligence are designed to function seamlessly with professional Kubernetes security solutions based on admission …","https://ijaibdcms.org/index.php/ijaibdcms/article/download/265/268","https://scholar.google.com/scholar?q=related:6TrKoKNUUvUJ:scholar.google.com/&scioq=%22software+supply+chain+security%22%7C%22supply+chain+attacks%22+%22kubernetes+security%22%7C%22kubernetes+admission+control%22&hl=en&as_sdt=2007&as_ylo=2020&as_yhi=2025"
0,"J Bufalino, M Di Francesco, A Blaise…","SBOMproof: Beyond Alleged SBOM Compliance for Supply Chain Security of Container Images",2025,"arXiv preprint arXiv …","arxiv.org","https://arxiv.org/abs/2510.05798","",10,"2026-05-16 00:47:45","","","",,,,,,0,0.00,0,4,1,"… fundamental concepts in the context of software supply chain security, with a focus on those … to study registry abuse related to different types of supply chain attacks. For this reason, their …","https://arxiv.org/pdf/2510.05798","https://scholar.google.com/scholar?q=related:ZNrZHcxmyM8J:scholar.google.com/&scioq=%22software+supply+chain+security%22%7C%22supply+chain+attacks%22+%22kubernetes+security%22%7C%22kubernetes+admission+control%22&hl=en&as_sdt=2007&as_ylo=2020&as_yhi=2025"
