Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
19,"A Yeboah-Ofori, A Jafar, T Abisogun…","Data security and governance in multi-cloud computing environment",2024,"… on Future Internet of …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/10743006/","https://scholar.google.com/scholar?cites=13739533269160506222&as_sdt=2005&sciodt=2007&hl=en",1,"2026-05-16 00:25:03","","","",,,,,,19,9.50,5,4,2,"… Its integration with AWS security services and compliance tools fortifies security measures, … a robust security posture while efficiently managing multi-cloud Kubernetes workloads of the …","https://repository.uwl.ac.uk/id/eprint/12332/1/Data%20Security%20and%20Governance%20in%20Multi-Cloud%20Computing%20Environment%20-%20Rep.pdf","https://scholar.google.com/scholar?q=related:bjP5j7agrL4J:scholar.google.com/&scioq=%22multi+cloud+kubernetes%22+%22security%22%7C%22supply+chain%22&hl=en&as_sdt=2007&as_ylo=2020&as_yhi=2025"
13,"TV Kumar","Scalable Kubernetes Workload Orchestration for Multi-Cloud Environments",2025,"","philarchive.org","https://philarchive.org/rec/VARSKW","https://scholar.google.com/scholar?cites=3354674855151812682&as_sdt=2005&sciodt=2007&hl=en",2,"2026-05-16 00:25:03","","","",,,,,,13,13.00,13,1,1,"… , affirming the feasibility and impact of this orchestrated, multicloud Kubernetes approach. … Security and Governance: Maintaining consistent security policies and compliance frameworks …","https://philpapers.org/archive/VARSKW.pdf","https://scholar.google.com/scholar?q=related:SkBCxgEzji4J:scholar.google.com/&scioq=%22multi+cloud+kubernetes%22+%22security%22%7C%22supply+chain%22&hl=en&as_sdt=2007&as_ylo=2020&as_yhi=2025"
3,"S Thummarakoti","Advanced Container Orchestration Strategies for Multi-Cloud Environments: Enhancing Performance, Scalability, and Resilience",2025,"Scalability, and Resilience (February 28, 2025)","papers.ssrn.com","https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5238454","https://scholar.google.com/scholar?cites=2741235836385039222&as_sdt=2005&sciodt=2007&hl=en",3,"2026-05-16 00:25:03","","","",,,,,,3,3.00,3,1,1,"… [1] Additionally, it addresses key challenges including network latency, data synchronization, and security, and presents best practices for maintaining high availability and robust …","https://papers.ssrn.com/sol3/Delivery.cfm?abstractid=5238454","https://scholar.google.com/scholar?q=related:dhNNMXjTCiYJ:scholar.google.com/&scioq=%22multi+cloud+kubernetes%22+%22security%22%7C%22supply+chain%22&hl=en&as_sdt=2007&as_ylo=2020&as_yhi=2025"
0,"VU Deshpande","Management of Self-Healing Systems for Multi-Cloud Deployments on Kubernetes",2025,"","norma.ncirl.ie","https://norma.ncirl.ie/8093/","",4,"2026-05-16 00:25:03","","","",,,,,,0,0.00,0,1,1,"… a deployable framework to enhance performance, security, and resilience in multi-cloud … are ideal for a self-healing, multi-cloud Kubernetes due to their multiple advantages such as …","https://norma.ncirl.ie/8093/1/vaishnaviudayraodeshpande.pdf","https://scholar.google.com/scholar?q=related:UulNdMxJn8UJ:scholar.google.com/&scioq=%22multi+cloud+kubernetes%22+%22security%22%7C%22supply+chain%22&hl=en&as_sdt=2007&as_ylo=2020&as_yhi=2025"
0,"C Luca","Security and Compliance in Multi-Cloud Kubernetes Orchestration",,"researchgate.net","","https://www.researchgate.net/profile/Charlie-Luca/publication/388527553_Security_and_Compliance_in_Multi-Cloud_Kubernetes_Orchestration/links/679c0605207c0c20fa6adcd4/Security-and-Compliance-in-Multi-Cloud-Kubernetes-Orchestration.pdf","",5,"2026-05-16 00:25:03","PDF","","",,,,,,0,0.00,0,1,,"… Addressing these connectivity issues is crucial for maintaining the reliability, performance, and security of multi-cloud Kubernetes clusters, making network management an area of …","https://www.researchgate.net/profile/Charlie-Luca/publication/388527553_Security_and_Compliance_in_Multi-Cloud_Kubernetes_Orchestration/links/679c0605207c0c20fa6adcd4/Security-and-Compliance-in-Multi-Cloud-Kubernetes-Orchestration.pdf","https://scholar.google.com/scholar?q=related:VTJRMqlbYtUJ:scholar.google.com/&scioq=%22multi+cloud+kubernetes%22+%22security%22%7C%22supply+chain%22&hl=en&as_sdt=2007&as_ylo=2020&as_yhi=2025"
4,"M Blomqvist, L Koivunen, T Mäkilä","Secrets Management in a Multi-Cloud Kubernetes Environment",2021,"","utupub.fi","https://www.utupub.fi/bitstream/handle/10024/151776/Secrets_Management_in_a_Multi_Cloud_Kubernetes_Environment_pdf-a.pdf?sequence=1","https://scholar.google.com/scholar?cites=4346565321045221775&as_sdt=2005&sciodt=2007&hl=en",6,"2026-05-16 00:25:03","PDF","","",,,,,,4,0.80,1,3,5,"… methods by both improving security and automating tasks. … In technical terms, integrating DevOps practices into security … A centralized solution can not only improve the security level …","https://www.utupub.fi/bitstream/handle/10024/151776/Secrets_Management_in_a_Multi_Cloud_Kubernetes_Environment_pdf-a.pdf?sequence=1","https://scholar.google.com/scholar?q=related:j6HuYSEaUjwJ:scholar.google.com/&scioq=%22multi+cloud+kubernetes%22+%22security%22%7C%22supply+chain%22&hl=en&as_sdt=2007&as_ylo=2020&as_yhi=2025"
1,"F Cicchiello","Analysis, modeling and implementation of cost models for a multi-cloud Kubernetes context",2021,"","webthesis.biblio.polito.it","https://webthesis.biblio.polito.it/21146/","https://scholar.google.com/scholar?cites=160057326518576142&as_sdt=2005&sciodt=2007&hl=en",7,"2026-05-16 00:25:03","","","",,,,,,1,0.20,1,1,5,"… Virtualization allows applications to be isolated between VMs providing at the same time an higher level of security, since one application cannot access resources and data outside of …","https://webthesis.biblio.polito.it/secure/21146/1/tesi.pdf","https://scholar.google.com/scholar?q=related:DqTWWkqjOAIJ:scholar.google.com/&scioq=%22multi+cloud+kubernetes%22+%22security%22%7C%22supply+chain%22&hl=en&as_sdt=2007&as_ylo=2020&as_yhi=2025"
1,"C Luca","Architecture of Multi-Cloud Kubernetes Environments",2024,"Preprint, Mar","researchgate.net","https://www.researchgate.net/profile/Charlie-Luca/publication/388527469_Architecture_of_Multi-Cloud_Kubernetes_Environments/links/679c05838311ce680c459391/Architecture-of-Multi-Cloud-Kubernetes-Environments.pdf","https://scholar.google.com/scholar?cites=5447211071463936850&as_sdt=2005&sciodt=2007&hl=en",8,"2026-05-16 00:25:03","PDF","","",,,,,,1,0.50,1,1,2,"… A Multi-Cloud Kubernetes architecture allows organizations to avoid vendor lock-in, optimize costs, and … management with features like cluster federation, monitoring, and security. …","https://www.researchgate.net/profile/Charlie-Luca/publication/388527469_Architecture_of_Multi-Cloud_Kubernetes_Environments/links/679c05838311ce680c459391/Architecture-of-Multi-Cloud-Kubernetes-Environments.pdf","https://scholar.google.com/scholar?q=related:UtMu45thmEsJ:scholar.google.com/&scioq=%22multi+cloud+kubernetes%22+%22security%22%7C%22supply+chain%22&hl=en&as_sdt=2007&as_ylo=2020&as_yhi=2025"
6,"A Gulli","Google Anthos in Action: Manage hybrid and multi-cloud Kubernetes clusters",2023,"","books.google.com","https://books.google.com/books?hl=en&lr=&id=REDHEAAAQBAJ&oi=fnd&pg=PA1&dq=%22multi+cloud+kubernetes%22+%22security%22%7C%22supply+chain%22&ots=vRu79t3_RL&sig=XVP6FKm88jMy6rL7VhsrVd6lgjQ","https://scholar.google.com/scholar?cites=16506339755162350330&as_sdt=2005&sciodt=2007&hl=en",9,"2026-05-16 00:25:03","BOOK","","",,,,,,6,2.00,6,1,3,"… faster, and protecting applications and the software supply chain. Customers wanted to better … They wanted to understand how to guarantee and increase security in each stage of the …","","https://scholar.google.com/scholar?q=related:-jJckI1MEuUJ:scholar.google.com/&scioq=%22multi+cloud+kubernetes%22+%22security%22%7C%22supply+chain%22&hl=en&as_sdt=2007&as_ylo=2020&as_yhi=2025"
9,"R Kumar","Multi-Cloud and hybrid cloud strategies–balancing flexibility, cost, and security",2021,"International Journal for Multidisciplinary Research","researchgate.net","https://www.researchgate.net/profile/Ritesh-Kumar-165/publication/390015031_Multi-Cloud_and_Hybrid_Cloud_Strategies_-_Balancing_Flexibility_Cost_and_Security/links/681fc0e5d1054b0207ee2751/Multi-Cloud-and-Hybrid-Cloud-Strategies-Balancing-Flexibility-Cost-and-Security.pdf","https://scholar.google.com/scholar?cites=16748042994822795793&as_sdt=2005&sciodt=2007&hl=en",10,"2026-05-16 00:25:03","PDF","","",,,,,,9,1.80,9,1,5,"… to enhance performance, security, and operational resilience … cloud networking models, and security challenges, while also … orchestration, and automated security policy enforcement in …","https://www.researchgate.net/profile/Ritesh-Kumar-165/publication/390015031_Multi-Cloud_and_Hybrid_Cloud_Strategies_-_Balancing_Flexibility_Cost_and_Security/links/681fc0e5d1054b0207ee2751/Multi-Cloud-and-Hybrid-Cloud-Strategies-Balancing-Flexibility-Cost-and-Security.pdf","https://scholar.google.com/scholar?q=related:EdJhbV4AbegJ:scholar.google.com/&scioq=%22multi+cloud+kubernetes%22+%22security%22%7C%22supply+chain%22&hl=en&as_sdt=2007&as_ylo=2020&as_yhi=2025"
