Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
11,"S Torres-Arias","In-toto: Practical software supply chain security",2020,"","search.proquest.com","https://search.proquest.com/openview/82abb3bfd6909db8aa41fc6dcb265478/1?pq-origsite=gscholar&cbl=18750&diss=y","https://scholar.google.com/scholar?cites=796635948162649648&as_sdt=2005&sciodt=2007&hl=en",1,"2026-05-16 00:47:28","BOOK","","",,,,,,11,1.83,11,1,6,"… in-toto, a framework that cryptographically ensures the integrity of the software supply chain. To do this, in-toto … In addition, in-toto has been widely used by the time of this publication, as …","https://search.proquest.com/openview/82abb3bfd6909db8aa41fc6dcb265478/1?pq-origsite=gscholar&cbl=18750&diss=y","https://scholar.google.com/scholar?q=related:MI6KkSw4DgsJ:scholar.google.com/&scioq=%22software+supply+chain+security%22%7C%22supply+chain+attacks%22+%22provenance+verification%22%7C%22slsa+provenance%22%7C%22in+toto%22&hl=en&as_sdt=2007&as_ylo=2020&as_yhi=2025"
20,"S Anasuri, GP Rusum","Software Supply Chain Security: Policy, Tooling, and Real-World Incidents",2024,"International Journal of Emerging Trends in …","ijetcsit.org","https://ijetcsit.org/index.php/ijetcsit/article/view/369","https://scholar.google.com/scholar?cites=12916114628803161502&as_sdt=2005&sciodt=2007&hl=en",2,"2026-05-16 00:47:28","","","",,,,,,20,10.00,10,2,2,"… focuses on end-user protection, software supply chain security is concerned with the risks … (Supply Chain Levels for Software Artefacts), and in-toto frameworks, as well as static/dynamic …","https://ijetcsit.org/index.php/ijetcsit/article/download/369/320","https://scholar.google.com/scholar?q=related:nu0JiNJBP7MJ:scholar.google.com/&scioq=%22software+supply+chain+security%22%7C%22supply+chain+attacks%22+%22provenance+verification%22%7C%22slsa+provenance%22%7C%22in+toto%22&hl=en&as_sdt=2007&as_ylo=2020&as_yhi=2025"
0,"I Aideyan, MD Pesé, R Brooks","Advancing Automotive Software Supply Chain Security: A Blockchain-Reproducible Build Approach",2025,"2025 NDIA Michigan Chapter …","saemobilus.sae.org","https://saemobilus.sae.org/papers/advancing-automotive-software-supply-chain-security-a-blockchain-reproducible-build-approach-2025-01-0456","",3,"2026-05-16 00:47:28","","","",,,,,,0,0.00,0,3,1,"… To address these gaps, the in-toto framework was introduced in 2019 to protect software from … Moreover, in-toto does not safeguard the build environment itself, leaving the compilation …","","https://scholar.google.com/scholar?q=related:wWfXAUD2b9gJ:scholar.google.com/&scioq=%22software+supply+chain+security%22%7C%22supply+chain+attacks%22+%22provenance+verification%22%7C%22slsa+provenance%22%7C%22in+toto%22&hl=en&as_sdt=2007&as_ylo=2020&as_yhi=2025"
41,"S Anasuri","Secure Software Supply Chains in Open-Source Ecosystems",2023,"International Journal of Emerging Trends in Computer …","ijetcsit.org","https://www.ijetcsit.org/index.php/ijetcsit/article/view/351","https://scholar.google.com/scholar?cites=564915148610762141&as_sdt=2005&sciodt=2007&hl=en",4,"2026-05-16 00:47:28","","","",,,,,,41,13.67,41,1,3,"… ecosystem and focuses on provenance verification, automation … % increase in software supply chain attacks over the previous … increasing popularity of supply chain attacks among threat …","https://www.ijetcsit.org/index.php/ijetcsit/article/download/351/302","https://scholar.google.com/scholar?q=related:nXUuqVX71gcJ:scholar.google.com/&scioq=%22software+supply+chain+security%22%7C%22supply+chain+attacks%22+%22provenance+verification%22%7C%22slsa+provenance%22%7C%22in+toto%22&hl=en&as_sdt=2007&as_ylo=2020&as_yhi=2025"
97,"L Williams, G Benedetti, S Hamer, R Paramitha…","Research directions in software supply chain security",2025,"ACM Transactions on …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3714464","https://scholar.google.com/scholar?cites=6747948777663840487&as_sdt=2005&sciodt=2007&hl=en",5,"2026-05-16 00:47:28","","10.1145/3714464","",,,,,,97,97.00,19,5,1,"… supply chain attacks include the SolarWinds, log4j, and xz utils incidents. Supply chain attacks are … , notably as the tool provides the integrity guarantees used for SLSA provenance. …","https://dl.acm.org/doi/pdf/10.1145/3714464","https://scholar.google.com/scholar?q=related:50AvP6mHpV0J:scholar.google.com/&scioq=%22software+supply+chain+security%22%7C%22supply+chain+attacks%22+%22provenance+verification%22%7C%22slsa+provenance%22%7C%22in+toto%22&hl=en&as_sdt=2007&as_ylo=2020&as_yhi=2025"
7,"EA Ishgair, MS Melara, S Torres-Arias","SoK: A Defense-Oriented Evaluation of Software Supply Chain Security",2024,"arXiv preprint arXiv:2405.14993","arxiv.org","https://arxiv.org/abs/2405.14993","https://scholar.google.com/scholar?cites=17426621889783909053&as_sdt=2005&sciodt=2007&hl=en",6,"2026-05-16 00:47:28","","","",,,,,,7,3.50,2,3,2,"… Using this model, we identify software supply chain security objectives that are needed to … step operational metadata was in-toto [134] via a primitive referred to as Links. in-toto Links are …","https://arxiv.org/pdf/2405.14993","https://scholar.google.com/scholar?q=related:vcqdT0fM1_EJ:scholar.google.com/&scioq=%22software+supply+chain+security%22%7C%22supply+chain+attacks%22+%22provenance+verification%22%7C%22slsa+provenance%22%7C%22in+toto%22&hl=en&as_sdt=2007&as_ylo=2020&as_yhi=2025"
110,"C Okafor, TR Schorlemmer, S Torres-Arias…","Sok: Analysis of software supply chain security by establishing secure design properties",2022,"Proceedings of the 2022 …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3560835.3564556","https://scholar.google.com/scholar?cites=5907256914104097787&as_sdt=2005&sciodt=2007&hl=en",7,"2026-05-16 00:47:28","","10.1145/3560835.3564556","",,,,,,110,27.50,28,4,4,"… Next, we provide a four stage attack pattern for software supply chain attacks (§3.1). Then, … in-toto as a case study for the implementation of security properties proposed in §3.2. In-toto …","https://dl.acm.org/doi/pdf/10.1145/3560835.3564556","https://scholar.google.com/scholar?q=related:-xslit3K-lEJ:scholar.google.com/&scioq=%22software+supply+chain+security%22%7C%22supply+chain+attacks%22+%22provenance+verification%22%7C%22slsa+provenance%22%7C%22in+toto%22&hl=en&as_sdt=2007&as_ylo=2020&as_yhi=2025"
1,"TA Syed, MR Belgaum, S Jan, AA Khan…","Agentic AI for Autonomous Defense in Software Supply Chain Security: Beyond Provenance to Vulnerability Mitigation",2025,"arXiv preprint arXiv …","arxiv.org","https://arxiv.org/abs/2512.23480","https://scholar.google.com/scholar?cites=3128828837315208564&as_sdt=2005&sciodt=2007&hl=en",8,"2026-05-16 00:47:28","","","",,,,,,1,1.00,0,5,1,"… Abstract—The software supply chain attacks are becoming … The available frameworks like SLSA, SBOM and in toto are … on autonomous software supply chain security that combines …","https://arxiv.org/pdf/2512.23480","https://scholar.google.com/scholar?q=related:dOUrE0DVaysJ:scholar.google.com/&scioq=%22software+supply+chain+security%22%7C%22supply+chain+attacks%22+%22provenance+verification%22%7C%22slsa+provenance%22%7C%22in+toto%22&hl=en&as_sdt=2007&as_ylo=2020&as_yhi=2025"
0,"MS Melara","Software Supply Chain Attribute Integrity (SCAI)",2022,"arXiv preprint arXiv:2210.05813","arxiv.org","https://arxiv.org/abs/2210.05813","",9,"2026-05-16 00:47:28","","","",,,,,,0,0.00,0,1,4,"… This is not to be confused with SLSA Provenance [9], which is a data format specification for capturing … We include examples of in-toto Resource Descriptors [12] for added clarity and …","https://arxiv.org/pdf/2210.05813","https://scholar.google.com/scholar?q=related:tDzQNEHwJFoJ:scholar.google.com/&scioq=%22software+supply+chain+security%22%7C%22supply+chain+attacks%22+%22provenance+verification%22%7C%22slsa+provenance%22%7C%22in+toto%22&hl=en&as_sdt=2007&as_ylo=2020&as_yhi=2025"
37,"A Andreoli, A Lounis, M Debbabi, A Hanna","On the prevalence of software supply chain attacks: Empirical study and investigative framework",2023,"Forensic Science International …","Elsevier","https://www.sciencedirect.com/science/article/pii/S2666281723000094","https://scholar.google.com/scholar?cites=14615374025067093852&as_sdt=2005&sciodt=2007&hl=en",10,"2026-05-16 00:47:28","","","",,,,,,37,12.33,9,4,3,"Software Supply Chain Attacks (SSCAs) typically compromise hosts through trusted but infected software. The intent of this paper is twofold: First, we present an empirical study of the …","https://www.dfrws.org/wp-content/uploads/2023/03/On_the_prevalence_of_software_supply_chain_attacks_Empirical_study.pdf","https://scholar.google.com/scholar?q=related:XF-Yfz091MoJ:scholar.google.com/&scioq=%22software+supply+chain+security%22%7C%22supply+chain+attacks%22+%22provenance+verification%22%7C%22slsa+provenance%22%7C%22in+toto%22&hl=en&as_sdt=2007&as_ylo=2020&as_yhi=2025"
6,"M Moore, ASA Yelgundhalli…","Securing automotive software supply chains",2024,"Symposium on Vehicles …","ndss-symposium.org","https://www.ndss-symposium.org/wp-content/uploads/vehiclesec2024-15-paper.pdf","https://scholar.google.com/scholar?cites=9095493559541704338&as_sdt=2005&sciodt=2007&hl=en",11,"2026-05-16 00:47:28","PDF","","",,,,,,6,3.00,2,3,2,"… 2) in-toto: in-toto [35] is a software supply chain security framework with a few security properties which are relevant to Scudo. To specify the sets of steps which should occur when …","https://www.ndss-symposium.org/wp-content/uploads/vehiclesec2024-15-paper.pdf","https://scholar.google.com/scholar?q=related:kiZW0TOvOX4J:scholar.google.com/&scioq=%22software+supply+chain+security%22%7C%22supply+chain+attacks%22+%22provenance+verification%22%7C%22slsa+provenance%22%7C%22in+toto%22&hl=en&as_sdt=2007&as_ylo=2020&as_yhi=2025"
4,"M Tamanna, S Hamer, M Tran, S Fahl, Y Acar…","Analyzing Challenges in Deployment of the SLSA Framework for Software Supply Chain Security",2024,"arXiv preprint arXiv …","arxiv.org","https://arxiv.org/abs/2409.05014","https://scholar.google.com/scholar?cites=13429983472775566522&as_sdt=2005&sciodt=2007&hl=en",12,"2026-05-16 00:47:28","","","",,,,,,4,2.00,1,6,2,"… in generating and managing SLSA provenance 1 by using GitHub actions… SLSA provenance as part of its build and deployment processes [19]. SLSA provenance is based on the in-toto …","https://arxiv.org/pdf/2409.05014","https://scholar.google.com/scholar?q=related:upQnOtDiYLoJ:scholar.google.com/&scioq=%22software+supply+chain+security%22%7C%22supply+chain+attacks%22+%22provenance+verification%22%7C%22slsa+provenance%22%7C%22in+toto%22&hl=en&as_sdt=2007&as_ylo=2020&as_yhi=2025"
3,"M Tamanna, S Hamer, M Tran, S Fahl…","Unraveling challenges with supply-chain levels for software artifacts (SLSA) for securing the software supply chain",2024,"Available at SSRN …","papers.ssrn.com","https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5119626","https://scholar.google.com/scholar?cites=10080580429806480480&as_sdt=2005&sciodt=2007&hl=en",13,"2026-05-16 00:47:28","","","",,,,,,3,1.50,1,5,2,"… Software supply chain attacks are predicted to cost businesses $138 … SLSA provenance as part of its build and deployment pro- 91 cesses [19]. SLSA provenance is based on the in-toto …","https://papers.ssrn.com/sol3/Delivery.cfm?abstractid=5119626","https://scholar.google.com/scholar?q=related:YKxe4H1q5YsJ:scholar.google.com/&scioq=%22software+supply+chain+security%22%7C%22supply+chain+attacks%22+%22provenance+verification%22%7C%22slsa+provenance%22%7C%22in+toto%22&hl=en&as_sdt=2007&as_ylo=2020&as_yhi=2025"
19,"B Gokkaya, L Aniello, B Halak","Software supply chain: review of attacks, risk assessment strategies and security controls",2023,"arXiv preprint arXiv:2305.14157","arxiv.org","https://arxiv.org/abs/2305.14157","https://scholar.google.com/scholar?cites=5374671487312210796&as_sdt=2005&sciodt=2007&hl=en",14,"2026-05-16 00:47:28","","","",,,,,,19,6.33,6,3,3,"… software supply chain security. This study conducts a systematic literature review to fill this gap. We analyze the most common software supply chain attacks … This study introduces in-toto…","https://arxiv.org/pdf/2305.14157","https://scholar.google.com/scholar?q=related:bCuq0T2rlkoJ:scholar.google.com/&scioq=%22software+supply+chain+security%22%7C%22supply+chain+attacks%22+%22provenance+verification%22%7C%22slsa+provenance%22%7C%22in+toto%22&hl=en&as_sdt=2007&as_ylo=2020&as_yhi=2025"
6,"D Patel","Software Supply Chain Security: Implementing SLSA Compliance in CI/CD Pipelines",2025,"International Journal for Research Trends and …","researchgate.net","https://www.researchgate.net/profile/Devashish-Patel-5/publication/393457635_Software_Supply_Chain_Security_Implementing_SLSA_Compliance_in_CICD_Pipelines/links/68e46634f3032e2b4be7098f/Software-Supply-Chain-Security-Implementing-SLSA-Compliance-in-CI-CD-Pipelines.pdf","https://scholar.google.com/scholar?cites=3569170635069964145&as_sdt=2005&sciodt=2007&hl=en",15,"2026-05-16 00:47:28","PDF","","",,,,,,6,6.00,6,1,1,"… Automated Attestations: CI/CD systems should emit structured metadata (eg, SLSA provenance format or in-toto layouts) for each pipeline stage. Attestations include timestamps, …","https://www.researchgate.net/profile/Devashish-Patel-5/publication/393457635_Software_Supply_Chain_Security_Implementing_SLSA_Compliance_in_CICD_Pipelines/links/68e46634f3032e2b4be7098f/Software-Supply-Chain-Security-Implementing-SLSA-Compliance-in-CI-CD-Pipelines.pdf","https://scholar.google.com/scholar?q=related:cb8ZRsg9iDEJ:scholar.google.com/&scioq=%22software+supply+chain+security%22%7C%22supply+chain+attacks%22+%22provenance+verification%22%7C%22slsa+provenance%22%7C%22in+toto%22&hl=en&as_sdt=2007&as_ylo=2020&as_yhi=2025"
1,"E Falk, E Svensson","Framework Insights and Automated Attestation for Software Supply Chain Security",2025,"","odr.chalmers.se","https://odr.chalmers.se/server/api/core/bitstreams/adeeee18-5933-4ae9-96f6-ed8c6ec1a01c/content","https://scholar.google.com/scholar?cites=8430142234564010216&as_sdt=2005&sciodt=2007&hl=en",16,"2026-05-16 00:47:28","PDF","","",,,,,,1,1.00,1,2,1,"… The escalating threat of software supply chain attacks … analysis of five prominent software supply chain security frameworks-ESF, … and trustworthiness of software supply chain security. …","https://odr.chalmers.se/server/api/core/bitstreams/adeeee18-5933-4ae9-96f6-ed8c6ec1a01c/content","https://scholar.google.com/scholar?q=related:6KA0kbLh_XQJ:scholar.google.com/&scioq=%22software+supply+chain+security%22%7C%22supply+chain+attacks%22+%22provenance+verification%22%7C%22slsa+provenance%22%7C%22in+toto%22&hl=en&as_sdt=2007&as_ylo=2020&as_yhi=2025"
