Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
6,"A Sissodiya, E Chiquito, U Bodin, J Kristiansson","Formal verification for preventing misconfigured access policies in kubernetes clusters",2025,"IEEE Access","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/11122676/","https://scholar.google.com/scholar?cites=1651133771062003167&as_sdt=2005&sciodt=2007&hl=en",1,"2026-05-16 00:43:55","","","",,,,,,6,6.00,2,4,1,"… as-code admission controllers such as OPA Gatekeeper or Kyverno. In practice these controls … FORMAL POLICY ANALYSIS RESEARCH To ensure Kubernetes security policies behave …","https://ieeexplore.ieee.org/iel8/6287639/6514899/11122676.pdf","https://scholar.google.com/scholar?q=related:30XNrGoB6hYJ:scholar.google.com/&scioq=%22kubernetes+security%22%7C%22kubernetes+admission+control%22+%22kyverno%22%7C%22opa+gatekeeper%22%7C%22policy+enforcement%22&hl=en&as_sdt=2007&as_ylo=2020&as_yhi=2025"
0,"S Arora, P Josyula, A Kumar, G Hiremath","Policy Agents for Zero-Trust Kubernetes: A Comprehensive Survey",2025,"International Symposium on …","Springer","https://link.springer.com/chapter/10.1007/978-3-032-13744-9_3","",2,"2026-05-16 00:43:55","","10.1007/978-3-032-13744-9_3","",,,,,,0,0.00,0,4,1,"… and policy enforcement regardless of network boundaries. … The team particularly valued Kyverno’s generate rules for … combination of native Kubernetes security features with cloud-…","","https://scholar.google.com/scholar?q=related:8v8-i_nPsj4J:scholar.google.com/&scioq=%22kubernetes+security%22%7C%22kubernetes+admission+control%22+%22kyverno%22%7C%22opa+gatekeeper%22%7C%22policy+enforcement%22&hl=en&as_sdt=2007&as_ylo=2020&as_yhi=2025"
0,"RR Gaddam","Policy-Centric GitOps for Secure Kubernetes Deployments",2021,"International Journal of Emerging Research in …","ijeret.org","http://ijeret.org/index.php/ijeret/article/view/470","",3,"2026-05-16 00:43:55","","","",,,,,,0,0.00,0,1,5,"… After that, HealthSure created a set of standards that they could use over and over again and that they had written down in both OPA/Gatekeeper and Kyverno, depending on the …","http://ijeret.org/index.php/ijeret/article/download/470/449","https://scholar.google.com/scholar?q=related:JKa40tC0eisJ:scholar.google.com/&scioq=%22kubernetes+security%22%7C%22kubernetes+admission+control%22+%22kyverno%22%7C%22opa+gatekeeper%22%7C%22policy+enforcement%22&hl=en&as_sdt=2007&as_ylo=2020&as_yhi=2025"
0,"RK Kripa","KubeSecOps: Continuous Security Assurance in Kubernetes-Based DevSecOps Pipelines for AI Workloads",2025,"2025 IEEE International Conference on Advances in …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/11436334/","",4,"2026-05-16 00:43:55","","","",,,,,,0,0.00,0,1,1,"… false positive rates, and improves policy enforcement accuracy compared to existing tools such … We review five areas: DevSecOps for ML, Kubernetes security, model integrity, container …","","https://scholar.google.com/scholar?q=related:644xzvMM2dAJ:scholar.google.com/&scioq=%22kubernetes+security%22%7C%22kubernetes+admission+control%22+%22kyverno%22%7C%22opa+gatekeeper%22%7C%22policy+enforcement%22&hl=en&as_sdt=2007&as_ylo=2020&as_yhi=2025"
0,"RR Gaddam, SRR Venna","Multi-Tenant Kubernetes Guardrails as Code",2021,"International Journal of Emerging Research in …","ijeret.org","http://ijeret.org/index.php/ijeret/article/view/471","",5,"2026-05-16 00:43:55","","","",,,,,,0,0.00,0,2,5,"… with multiple and repeating violations of Kubernetes security policies at the core. Each … After Kyverno and OPA Gatekeeper were employed for the implementation of guardrails, the …","http://ijeret.org/index.php/ijeret/article/download/471/450","https://scholar.google.com/scholar?q=related:hcLy9HuboIQJ:scholar.google.com/&scioq=%22kubernetes+security%22%7C%22kubernetes+admission+control%22+%22kyverno%22%7C%22opa+gatekeeper%22%7C%22policy+enforcement%22&hl=en&as_sdt=2007&as_ylo=2020&as_yhi=2025"
0,"О Вахула","USING POLICY AS CODE FOR AUTOMATED SECURITY CONTROL IN KUBERNETES",,"КІБЕРБЕЗПЕКА В СУЧАСНОМУ СВІТІ: АКТУАЛЬНІ …","dspace.onua.edu.ua","https://dspace.onua.edu.ua/server/api/core/bitstreams/5826b603-d556-4508-814a-4acd147e2bb0/content#page=51","",6,"2026-05-16 00:43:55","PDF","","",,,,,,0,0.00,0,1,,"… OPA Gatekeeper is a robust solution for Kubernetes security, particularly in complex and scalable clusters, offering advanced policy enforcement and auditing capabilities. …","https://dspace.onua.edu.ua/server/api/core/bitstreams/5826b603-d556-4508-814a-4acd147e2bb0/content#page=51","https://scholar.google.com/scholar?q=related:C9a_lnM2MoUJ:scholar.google.com/&scioq=%22kubernetes+security%22%7C%22kubernetes+admission+control%22+%22kyverno%22%7C%22opa+gatekeeper%22%7C%22policy+enforcement%22&hl=en&as_sdt=2007&as_ylo=2020&as_yhi=2025"
0,"C Eisenhardt, D Rodriguez","Policy-as-Code Approaches for Continuous CIS Security Enforcement in Kubernetes Worker Node Environments",2024,"","researchgate.net","https://www.researchgate.net/profile/Uthman-Usman-2/publication/403461278_Policy-as-Code_Approaches_for_Continuous_CIS_Security_Enforcement_in_Kubernetes_Worker_Node_Environments/links/69ceeae63c61894306733342/Policy-as-Code-Approaches-for-Continuous-CIS-Security-Enforcement-in-Kubernetes-Worker-Node-Environments.pdf","",7,"2026-05-16 00:43:55","PDF","","",,,,,,0,0.00,0,2,2,"… This section reviews the existing literature, situating our work within the broader context of Kubernetes security and policy enforcement. 2.1 Kubernetes Security Challenges …","https://www.researchgate.net/profile/Uthman-Usman-2/publication/403461278_Policy-as-Code_Approaches_for_Continuous_CIS_Security_Enforcement_in_Kubernetes_Worker_Node_Environments/links/69ceeae63c61894306733342/Policy-as-Code-Approaches-for-Continuous-CIS-Security-Enforcement-in-Kubernetes-Worker-Node-Environments.pdf","https://scholar.google.com/scholar?q=related:EHukmsb1Xs0J:scholar.google.com/&scioq=%22kubernetes+security%22%7C%22kubernetes+admission+control%22+%22kyverno%22%7C%22opa+gatekeeper%22%7C%22policy+enforcement%22&hl=en&as_sdt=2007&as_ylo=2020&as_yhi=2025"
0,"O Rachael","Policy-Driven Secure API Gateway Orchestration for Multi-Tenant Cloud Microservices",2021,"","researchgate.net","https://www.researchgate.net/profile/The-Ruby-2/publication/397098831_Policy-Driven_Secure_API_Gateway_Orchestration_for_Multi-_Tenant_Cloud_Microservices/links/6904b8a3a2b691617b688d78/Policy-Driven-Secure-API-Gateway-Orchestration-for-Multi-Tenant-Cloud-Microservices.pdf","",8,"2026-05-16 00:43:55","PDF","","",,,,,,0,0.00,0,1,5,"… The research delves into how declarative security frameworks, such as Open Policy Agent (OPA) and Kyverno, can integrate with gateway orchestration systems to enforce adaptive and …","https://www.researchgate.net/profile/The-Ruby-2/publication/397098831_Policy-Driven_Secure_API_Gateway_Orchestration_for_Multi-_Tenant_Cloud_Microservices/links/6904b8a3a2b691617b688d78/Policy-Driven-Secure-API-Gateway-Orchestration-for-Multi-Tenant-Cloud-Microservices.pdf","https://scholar.google.com/scholar?q=related:8wfwqtYUWFEJ:scholar.google.com/&scioq=%22kubernetes+security%22%7C%22kubernetes+admission+control%22+%22kyverno%22%7C%22opa+gatekeeper%22%7C%22policy+enforcement%22&hl=en&as_sdt=2007&as_ylo=2020&as_yhi=2025"
1,"C Raftopoulos","Cloud security with Docker and Kubernetes",2025,"","dione.lib.unipi.gr","https://dione.lib.unipi.gr/xmlui/handle/unipi/17520","https://scholar.google.com/scholar?cites=5872168492952702311&as_sdt=2005&sciodt=2007&hl=en",9,"2026-05-16 00:43:55","","","",,,,,,1,1.00,1,1,1,"… This thesis focuses also on Kubernetes security, detailing authentication mechanisms, network security policies, and secrets management to mitigate risks in orchestrated environments. …","https://dione.lib.unipi.gr/xmlui/bitstream/handle/unipi/17520/Raftopoulos_2319.pdf?sequence=1","https://scholar.google.com/scholar?q=related:Z82v2yEiflEJ:scholar.google.com/&scioq=%22kubernetes+security%22%7C%22kubernetes+admission+control%22+%22kyverno%22%7C%22opa+gatekeeper%22%7C%22policy+enforcement%22&hl=en&as_sdt=2007&as_ylo=2020&as_yhi=2025"
0,"RK Rout","Kubernetes Security Best Practices",2025,"","norma.ncirl.ie","https://norma.ncirl.ie/id/eprint/8147","",10,"2026-05-16 00:43:55","","","",,,,,,0,0.00,0,1,1,"The security and adaptation that comes along with Kubernetes, the systems used to build containerized apps and microservices, is what this research examines. However, as more and …","https://norma.ncirl.ie/8147/1/riteshkumarrout.pdf","https://scholar.google.com/scholar?q=related:DuoRJuBmpBsJ:scholar.google.com/&scioq=%22kubernetes+security%22%7C%22kubernetes+admission+control%22+%22kyverno%22%7C%22opa+gatekeeper%22%7C%22policy+enforcement%22&hl=en&as_sdt=2007&as_ylo=2020&as_yhi=2025"
0,"L Käldström","Usable Access Control in Cloud Management Systems",2025,"","aaltodoc.aalto.fi","https://aaltodoc.aalto.fi/items/019cea03-927c-45c9-98c7-4f4d0bc1834e","",11,"2026-05-16 00:43:55","","","",,,,,,0,0.00,0,1,1,"Kubernetes has emerged as a primary method and unified platform for managing server infrastructure, across both public and private clouds. Kubernetes provides a uniform, generic, …","https://aaltodoc.aalto.fi/bitstreams/0dc261cc-b9ec-4a26-b90f-e2a86461a305/download","https://scholar.google.com/scholar?q=related:f4ROFhuaOacJ:scholar.google.com/&scioq=%22kubernetes+security%22%7C%22kubernetes+admission+control%22+%22kyverno%22%7C%22opa+gatekeeper%22%7C%22policy+enforcement%22&hl=en&as_sdt=2007&as_ylo=2020&as_yhi=2025"
0,"M O'Connell, S Jenkins, L Rodriguez","Integrating Runtime Security Monitoring with CIS Benchmark Enforcement for Kubernetes Worker Node Protection",2023,"","researchgate.net","https://www.researchgate.net/profile/Sophia-Williams-23/publication/402949002_Integrating_Runtime_Security_Monitoring_with_CIS_Benchmark_Enforcement_for_Kubernetes_Worker_Node_Protection/links/69bdc6a8e8c97366295cd09c/Integrating-Runtime-Security-Monitoring-with-CIS-Benchmark-Enforcement-for-Kubernetes-Worker-Node-Protection.pdf","",12,"2026-05-16 00:43:55","PDF","","",,,,,,0,0.00,0,3,3,"… : Section 2 reviews related work in Kubernetes security and compliance. Section 3 details the … Tools like Kyverno and Kubescape act as admission controllers, intercepting API requests (…","https://www.researchgate.net/profile/Sophia-Williams-23/publication/402949002_Integrating_Runtime_Security_Monitoring_with_CIS_Benchmark_Enforcement_for_Kubernetes_Worker_Node_Protection/links/69bdc6a8e8c97366295cd09c/Integrating-Runtime-Security-Monitoring-with-CIS-Benchmark-Enforcement-for-Kubernetes-Worker-Node-Protection.pdf","https://scholar.google.com/scholar?q=related:K90vDJ0TvR8J:scholar.google.com/&scioq=%22kubernetes+security%22%7C%22kubernetes+admission+control%22+%22kyverno%22%7C%22opa+gatekeeper%22%7C%22policy+enforcement%22&hl=en&as_sdt=2007&as_ylo=2020&as_yhi=2025"
2,"M van der Slik, F Wiersma, WO PwC","Validating the replacement filtering features of popular alternative admission controllers for pod security policies",2021,"","rp.os3.nl","https://rp.os3.nl/2020-2021/p76/report.pdf","https://scholar.google.com/scholar?cites=12212817972381450345&as_sdt=2005&sciodt=2007&hl=en",13,"2026-05-16 00:43:55","PDF","","",,,,,,2,0.40,1,3,5,"… , suggested by the Kubernetes security group, namely Gatekeeper, Kyverno, and k-rail. First, … alternative admission controllers called Gatekeeper and Kyverno are, except a few aspects, …","https://rp.os3.nl/2020-2021/p76/report.pdf","https://scholar.google.com/scholar?q=related:aYBNVj2lfKkJ:scholar.google.com/&scioq=%22kubernetes+security%22%7C%22kubernetes+admission+control%22+%22kyverno%22%7C%22opa+gatekeeper%22%7C%22policy+enforcement%22&hl=en&as_sdt=2007&as_ylo=2020&as_yhi=2025"
0,"SJ O'Malley, LA Williams","Automated Compliance Validation of Kubernetes Worker Nodes Using CIS-Aligned Security Control Pipelines",2023,"","researchgate.net","https://www.researchgate.net/profile/Uthman-Usman-2/publication/402948644_Automated_Compliance_Validation_of_Kubernetes_Worker_Nodes_Using_CIS-Aligned_Security_Control_Pipelines/links/69bdc47fac381228755f82e7/Automated-Compliance-Validation-of-Kubernetes-Worker-Nodes-Using-CIS-Aligned-Security-Control-Pipelines.pdf","",14,"2026-05-16 00:43:55","PDF","","",,,,,,0,0.00,0,2,3,"… We then use Kyverno-JSON, a tool that applies Kyverno-like policies to any JSON payload, to validate this plan against a set of custom policies derived from CIS controls. …","https://www.researchgate.net/profile/Uthman-Usman-2/publication/402948644_Automated_Compliance_Validation_of_Kubernetes_Worker_Nodes_Using_CIS-Aligned_Security_Control_Pipelines/links/69bdc47fac381228755f82e7/Automated-Compliance-Validation-of-Kubernetes-Worker-Nodes-Using-CIS-Aligned-Security-Control-Pipelines.pdf","https://scholar.google.com/scholar?q=related:noxc399tMc4J:scholar.google.com/&scioq=%22kubernetes+security%22%7C%22kubernetes+admission+control%22+%22kyverno%22%7C%22opa+gatekeeper%22%7C%22policy+enforcement%22&hl=en&as_sdt=2007&as_ylo=2020&as_yhi=2025"
0,"I Muka","An in-depth comparative analysis of Kubernetes authorization mechanisms for fine-grained access control",2025,"","webthesis.biblio.polito.it","https://webthesis.biblio.polito.it/36461/?template=default","",15,"2026-05-16 00:43:55","","","",,,,,,0,0.00,0,1,1,"… In contrast, empirical validation uses scenario-based testing to assess practical performance, including tenant isolation, dynamic policy enforcement, and resilience under load …","https://webthesis.biblio.polito.it/36461/1/tesi.pdf","https://scholar.google.com/scholar?q=related:zo83VOWwe38J:scholar.google.com/&scioq=%22kubernetes+security%22%7C%22kubernetes+admission+control%22+%22kyverno%22%7C%22opa+gatekeeper%22%7C%22policy+enforcement%22&hl=en&as_sdt=2007&as_ylo=2020&as_yhi=2025"
